ticker,timestamp,open,high,low,close,volume
ACB,2022-10-03 00:00,12926.3769243,13072.9344858,12486.7042398,12662.5733136,3661299.0
ACB,2022-10-04 00:00,12721.1963382,12867.7538997,12310.835166,12310.835166,3474571.0
ACB,2022-10-05 00:00,12369.4581906,12574.6387767,12193.5891168,12193.5891168,3258561.0
ACB,2022-10-06 00:00,12222.9006291,12428.0812152,11724.60492,11724.60492,2851382.0
ACB,2022-10-07 00:00,11460.8013093,11665.9818954,10903.8825756,10933.1940879,8488826.0
ACB,2022-10-10 00:00,10669.3904772,11196.9976986,10669.3904772,10962.5056002,6476351.0
ACB,2022-10-11 00:00,10962.5056002,10962.5056002,10229.7177927,10259.029305,6437148.0
ACB,2022-10-12 00:00,10493.5214034,10962.5056002,10434.8983788,10962.5056002,3369758.0
ACB,2022-10-13 00:00,10962.5056002,11695.2934077,10845.259551,11695.2934077,3904225.0
ACB,2022-10-14 00:00,12017.720043,12252.2121414,11841.8509692,12222.9006291,3141938.0
ACB,2022-10-17 00:00,11900.4739938,12310.835166,11871.1624815,12281.5236537,3758133.0
ACB,2022-10-18 00:00,12486.7042398,12603.950289,12369.4581906,12545.3272644,2769943.0
ACB,2022-10-19 00:00,12662.5733136,12662.5733136,12310.835166,12369.4581906,1447729.0
ACB,2022-10-20 00:00,12369.4581906,12603.950289,12134.9660922,12516.0157521,4025173.0
ACB,2022-10-21 00:00,12516.0157521,12516.0157521,11871.1624815,11959.0970184,3387430.0
ACB,2022-10-24 00:00,11988.4085307,12017.720043,11255.6207232,11431.489797,2800249.0
ACB,2022-10-25 00:00,11548.7358462,12222.9006291,11226.3092109,11959.0970184,4929285.0
ACB,2022-10-26 00:00,12076.3430676,12252.2121414,11841.8509692,12105.6545799,2170486.0
ACB,2022-10-27 00:00,12134.9660922,12926.3769243,12017.720043,12926.3769243,4850442.0
ACB,2022-10-28 00:00,13131.5575104,13219.4920473,12926.3769243,13072.9344858,3555046.0
ACB,2022-10-31 00:00,13102.2459981,13190.180535,12691.8848259,13131.5575104,3749851.0
ACB,2022-11-01 00:00,13190.180535,13483.295658,13102.2459981,13160.8690227,3357810.0
ACB,2022-11-02 00:00,13131.5575104,13160.8690227,12779.8193628,12779.8193628,3540680.0
ACB,2022-11-03 00:00,12603.950289,12897.065412,12516.0157521,12516.0157521,3281353.0
ACB,2022-11-04 00:00,12516.0157521,12545.3272644,11695.2934077,11812.5394569,12618670.0
ACB,2022-11-07 00:00,12252.2121414,12310.835166,11841.8509692,12105.6545799,4911998.0
ACB,2022-11-08 00:00,12076.3430676,12750.5078505,11812.5394569,12486.7042398,4069171.0
ACB,2022-11-09 00:00,12545.3272644,12721.1963382,12134.9660922,12164.2776045,3280774.0
ACB,2022-11-10 00:00,12105.6545799,12252.2121414,11431.489797,11724.60492,5466448.0
ACB,2022-11-11 00:00,12134.9660922,12428.0812152,11988.4085307,12193.5891168,4327549.0
ACB,2022-11-14 00:00,12017.720043,12134.9660922,11695.2934077,11900.4739938,5259075.0
ACB,2022-11-15 00:00,11871.1624815,11988.4085307,11196.9976986,11196.9976986,6566069.0
ACB,2022-11-16 00:00,11079.7516494,11959.0970184,10493.5214034,11959.0970184,7401581.0
ACB,2022-11-17 00:00,12193.5891168,12516.0157521,12193.5891168,12340.1466783,4307090.0
ACB,2022-11-18 00:00,12193.5891168,12574.6387767,12076.3430676,12398.7697029,3539064.0
ACB,2022-11-21 00:00,12428.0812152,12428.0812152,12076.3430676,12076.3430676,2280525.0
ACB,2022-11-22 00:00,11959.0970184,12516.0157521,11929.7855061,11929.7855061,4429308.0
ACB,2022-11-23 00:00,11959.0970184,12281.5236537,11929.7855061,12105.6545799,2553956.0
ACB,2022-11-24 00:00,12076.3430676,12428.0812152,11959.0970184,12310.835166,2308018.0
ACB,2022-11-25 00:00,12603.950289,12603.950289,12340.1466783,12603.950289,2832003.0
ACB,2022-11-28 00:00,12662.5733136,13043.6229735,12633.2618013,13043.6229735,5245203.0
ACB,2022-11-29 00:00,13043.6229735,13043.6229735,12721.1963382,12984.9999489,3945669.0
ACB,2022-11-30 00:00,13043.6229735,13160.8690227,12779.8193628,12955.6884366,4121813.0
ACB,2022-12-01 00:00,13072.9344858,13395.3611211,12897.065412,13190.180535,6816917.0
ACB,2022-12-02 00:00,13190.180535,13776.410781,12984.9999489,13776.410781,4796603.0
ACB,2022-12-05 00:00,13805.7222933,14069.525904,13600.5417072,13835.0338056,4719103.0
ACB,2022-12-06 00:00,13835.0338056,13922.9683425,13072.9344858,13072.9344858,5161772.0
ACB,2022-12-07 00:00,13190.180535,13190.180535,12750.5078505,13072.9344858,3297157.0
ACB,2022-12-08 00:00,13160.8690227,13952.2798548,12955.6884366,13278.1150719,4799496.0
ACB,2022-12-09 00:00,13336.7380965,13600.5417072,13160.8690227,13512.6071703,3322163.0
ACB,2022-12-12 00:00,13512.6071703,13659.1647318,13190.180535,13190.180535,3184172.0
ACB,2022-12-13 00:00,13131.5575104,13512.6071703,13043.6229735,13512.6071703,2695070.0
ACB,2022-12-14 00:00,13541.9186826,13747.0992687,13336.7380965,13571.2301949,3294738.0
ACB,2022-12-15 00:00,13483.295658,13776.410781,13483.295658,13600.5417072,4116001.0
ACB,2022-12-16 00:00,13483.295658,13717.7877564,13395.3611211,13483.295658,2221946.0
ACB,2022-12-19 00:00,13424.6726334,13629.8532195,13336.7380965,13336.7380965,3384971.0
ACB,2022-12-20 00:00,13336.7380965,13424.6726334,13014.3114612,13219.4920473,2569365.0
ACB,2022-12-21 00:00,13248.8035596,13483.295658,13072.9344858,13366.0496088,1888423.0
ACB,2022-12-22 00:00,13483.295658,13483.295658,13336.7380965,13424.6726334,1959813.0
ACB,2022-12-23 00:00,13424.6726334,13424.6726334,13072.9344858,13424.6726334,1736555.0
ACB,2022-12-26 00:00,13424.6726334,13424.6726334,12955.6884366,12955.6884366,1779728.0
ACB,2022-12-27 00:00,12955.6884366,13248.8035596,12897.065412,12955.6884366,2041994.0
ACB,2022-12-28 00:00,12955.6884366,13160.8690227,12867.7538997,12897.065412,1827577.0
ACB,2022-12-29 00:00,12897.065412,13131.5575104,12779.8193628,12897.065412,1810363.0
ACB,2022-12-30 00:00,12897.065412,13014.3114612,12779.8193628,12838.4423874,1340931.0
ACB,2023-01-03 00:00,12897.065412,13307.4265842,12867.7538997,13307.4265842,1550148.0
ACB,2023-01-04 00:00,13395.3611211,13395.3611211,13219.4920473,13278.1150719,1643309.0
ACB,2023-01-05 00:00,13336.7380965,13483.295658,13278.1150719,13395.3611211,2107285.0
ACB,2023-01-06 00:00,13366.0496088,13688.4762441,13248.8035596,13571.2301949,3407310.0
ACB,2023-01-09 00:00,13688.4762441,13688.4762441,13453.9841457,13541.9186826,1748795.0
ACB,2023-01-10 00:00,13629.8532195,13747.0992687,13453.9841457,13747.0992687,3062873.0
ACB,2023-01-11 00:00,13835.0338056,14333.3295147,13747.0992687,14186.7719532,5342324.0
ACB,2023-01-12 00:00,14186.7719532,14450.5755639,14186.7719532,14362.641027,2883106.0
ACB,2023-01-13 00:00,14421.2640516,14538.5101008,14157.4604409,14157.4604409,2156614.0
ACB,2023-01-16 00:00,14157.4604409,14655.75615,14157.4604409,14655.75615,3541375.0
ACB,2023-01-17 00:00,14685.0676623,14919.5597607,14626.4446377,14831.6252238,3988618.0
ACB,2023-01-18 00:00,14831.6252238,15066.1173222,14714.3791746,14948.871273,5439101.0
ACB,2023-01-19 00:00,14948.871273,15241.986396,14919.5597607,15241.986396,5525817.0
ACB,2023-01-27 00:00,15447.1669821,15535.101519,15183.3633714,15447.1669821,3758988.0
ACB,2023-01-30 00:00,15417.8554698,15447.1669821,14890.2482484,14890.2482484,5403319.0
ACB,2023-01-31 00:00,14890.2482484,15271.2979083,14655.75615,15271.2979083,3485014.0
ACB,2023-02-01 00:00,15300.6094206,15388.5439575,14714.3791746,14773.0021992,3485902.0
ACB,2023-02-02 00:00,14743.6906869,15007.4942976,14538.5101008,14655.75615,2886290.0
ACB,2023-02-03 00:00,14655.75615,14802.3137115,14304.0180024,14362.641027,9534382.0
ACB,2023-02-06 00:00,14304.0180024,14743.6906869,14157.4604409,14597.1331254,2397652.0
ACB,2023-02-07 00:00,14655.75615,14714.3791746,14304.0180024,14421.2640516,2471469.0
ACB,2023-02-08 00:00,14538.5101008,14685.0676623,14391.9525393,14450.5755639,1924125.0
ACB,2023-02-09 00:00,14450.5755639,14714.3791746,14362.641027,14362.641027,3227424.0
ACB,2023-02-10 00:00,14421.2640516,14509.1985885,14186.7719532,14186.7719532,2009129.0
ACB,2023-02-13 00:00,14157.4604409,14157.4604409,13952.2798548,14010.9028794,2593039.0
ACB,2023-02-14 00:00,14128.1489286,14128.1489286,13952.2798548,13981.5913671,1439656.0
ACB,2023-02-15 00:00,14010.9028794,14450.5755639,13922.9683425,14391.9525393,3332041.0
ACB,2023-02-16 00:00,14538.5101008,14538.5101008,14304.0180024,14538.5101008,1625191.0
ACB,2023-02-17 00:00,14567.8216131,14626.4446377,14391.9525393,14538.5101008,1717468.0
ACB,2023-02-20 00:00,14479.8870762,15124.7403468,14450.5755639,15124.7403468,4907140.0
ACB,2023-02-21 00:00,15124.7403468,15241.986396,14948.871273,14948.871273,1720729.0
ACB,2023-02-22 00:00,14773.0021992,14978.1827853,14567.8216131,14567.8216131,2654851.0
ACB,2023-02-23 00:00,14509.1985885,14948.871273,14216.0834655,14890.2482484,3862411.0
ACB,2023-02-24 00:00,14655.75615,14831.6252238,14391.9525393,14421.2640516,2228733.0
ACB,2023-02-27 00:00,14362.641027,14421.2640516,14128.1489286,14216.0834655,3109431.0
ACB,2023-02-28 00:00,14362.641027,14509.1985885,14216.0834655,14304.0180024,6149990.0
ACB,2023-03-01 00:00,14304.0180024,14773.0021992,14186.7719532,14743.6906869,2538293.0
ACB,2023-03-02 00:00,14655.75615,14919.5597607,14655.75615,14685.0676623,3339027.0
ACB,2023-03-03 00:00,14685.0676623,14831.6252238,14362.641027,14362.641027,2397060.0
ACB,2023-03-06 00:00,14567.8216131,14714.3791746,14245.3949778,14245.3949778,5225765.0
ACB,2023-03-07 00:00,14509.1985885,14655.75615,14245.3949778,14362.641027,4642941.0
ACB,2023-03-08 00:00,14216.0834655,14655.75615,14216.0834655,14655.75615,2786167.0
ACB,2023-03-09 00:00,14655.75615,14919.5597607,14597.1331254,14860.9367361,3739916.0
ACB,2023-03-10 00:00,14685.0676623,14773.0021992,14509.1985885,14597.1331254,2423166.0
ACB,2023-03-13 00:00,14509.1985885,14626.4446377,14274.7064901,14362.641027,4018921.0
ACB,2023-03-14 00:00,14391.9525393,14479.8870762,14040.2143917,14098.8374163,6767237.0
ACB,2023-03-15 00:00,14421.2640516,14538.5101008,14333.3295147,14538.5101008,1961634.0
ACB,2023-03-16 00:00,14362.641027,14509.1985885,14157.4604409,14304.0180024,2499671.0
ACB,2023-03-17 00:00,14391.9525393,14450.5755639,14274.7064901,14274.7064901,1249647.0
ACB,2023-03-20 00:00,14186.7719532,14274.7064901,14069.525904,14069.525904,2457593.0
ACB,2023-03-21 00:00,14304.0180024,14304.0180024,13981.5913671,14186.7719532,1489101.0
ACB,2023-03-22 00:00,14274.7064901,14274.7064901,14098.8374163,14157.4604409,1862058.0
ACB,2023-03-23 00:00,14128.1489286,14421.2640516,14040.2143917,14362.641027,7080550.0
ACB,2023-03-24 00:00,14421.2640516,14567.8216131,14362.641027,14391.9525393,1683172.0
ACB,2023-03-27 00:00,14421.2640516,14509.1985885,14274.7064901,14333.3295147,2460164.0
ACB,2023-03-28 00:00,14450.5755639,14538.5101008,14333.3295147,14333.3295147,8288106.0
ACB,2023-03-29 00:00,14362.641027,14421.2640516,14274.7064901,14304.0180024,15181219.0
ACB,2023-03-30 00:00,14421.2640516,14479.8870762,14391.9525393,14421.2640516,2122444.0
ACB,2023-03-31 00:00,14479.8870762,14802.3137115,14450.5755639,14655.75615,5883708.0
ACB,2023-04-03 00:00,14802.3137115,14890.2482484,14655.75615,14802.3137115,9968747.0
ACB,2023-04-04 00:00,14802.3137115,14860.9367361,14685.0676623,14743.6906869,7190534.0
ACB,2023-04-05 00:00,14714.3791746,14831.6252238,14685.0676623,14831.6252238,3320551.0
ACB,2023-04-06 00:00,14890.2482484,14919.5597607,14597.1331254,14597.1331254,4333371.0
ACB,2023-04-07 00:00,14626.4446377,14714.3791746,14597.1331254,14685.0676623,3144826.0
ACB,2023-04-10 00:00,14714.3791746,14743.6906869,14567.8216131,14655.75615,3638803.0
ACB,2023-04-11 00:00,14597.1331254,14685.0676623,14479.8870762,14626.4446377,1598533.0
ACB,2023-04-12 00:00,14655.75615,14685.0676623,14538.5101008,14567.8216131,3221563.0
ACB,2023-04-13 00:00,14626.4446377,14685.0676623,14567.8216131,14626.4446377,2520241.0
ACB,2023-04-14 00:00,14685.0676623,14714.3791746,14567.8216131,14626.4446377,5022906.0
ACB,2023-04-17 00:00,14626.4446377,14655.75615,14538.5101008,14655.75615,1649827.0
ACB,2023-04-18 00:00,14655.75615,14655.75615,14509.1985885,14509.1985885,2104707.0
ACB,2023-04-19 00:00,14538.5101008,14538.5101008,14304.0180024,14304.0180024,4596866.0
ACB,2023-04-20 00:00,14362.641027,14391.9525393,14186.7719532,14216.0834655,2471896.0
ACB,2023-04-21 00:00,14245.3949778,14304.0180024,14216.0834655,14216.0834655,2473711.0
ACB,2023-04-24 00:00,14245.3949778,14333.3295147,14128.1489286,14186.7719532,2274897.0
ACB,2023-04-25 00:00,14245.3949778,14333.3295147,14128.1489286,14157.4604409,6174679.0
ACB,2023-04-26 00:00,14157.4604409,14186.7719532,14040.2143917,14157.4604409,3857901.0
ACB,2023-04-27 00:00,14186.7719532,14333.3295147,14128.1489286,14157.4604409,2182535.0
ACB,2023-04-28 00:00,14186.7719532,14304.0180024,14157.4604409,14186.7719532,9771508.0
ACB,2023-05-04 00:00,14245.3949778,14509.1985885,14245.3949778,14479.8870762,4305729.0
ACB,2023-05-05 00:00,14362.641027,14509.1985885,14362.641027,14450.5755639,2625328.0
ACB,2023-05-08 00:00,14450.5755639,14655.75615,14421.2640516,14626.4446377,2305309.0
ACB,2023-05-09 00:00,14655.75615,14685.0676623,14538.5101008,14597.1331254,3108187.0
ACB,2023-05-10 00:00,14597.1331254,14626.4446377,14538.5101008,14597.1331254,1961379.0
ACB,2023-05-11 00:00,14655.75615,14714.3791746,14538.5101008,14597.1331254,2556201.0
ACB,2023-05-12 00:00,14655.75615,14685.0676623,14538.5101008,14655.75615,2348036.0
ACB,2023-05-15 00:00,14773.0021992,14831.6252238,14626.4446377,14655.75615,6385662.0
ACB,2023-05-16 00:00,14655.75615,14685.0676623,14597.1331254,14655.75615,1463588.0
ACB,2023-05-17 00:00,14655.75615,14743.6906869,14567.8216131,14597.1331254,3449491.0
ACB,2023-05-18 00:00,14597.1331254,14714.3791746,14567.8216131,14655.75615,3353042.0
ACB,2023-05-19 00:00,14685.0676623,14685.0676623,14509.1985885,14626.4446377,4008117.0
ACB,2023-05-22 00:00,14655.75615,14685.0676623,14597.1331254,14685.0676623,4585906.0
ACB,2023-05-23 00:00,14773.0021992,15007.4942976,14655.75615,14860.9367361,21726379.0
ACB,2023-05-24 00:00,14948.871273,14948.871273,14626.4446377,14743.6906869,11051426.0
ACB,2023-05-25 00:00,14773.0021992,14773.0021992,14597.1331254,14714.3791746,8792333.0
ACB,2023-05-26 00:00,14773.0021992,14773.0021992,14626.4446377,14655.75615,8563241.0
ACB,2023-05-29 00:00,14714.3791746,14831.6252238,14655.75615,14743.6906869,16577082.0
ACB,2023-05-30 00:00,14831.6252238,14831.6252238,14655.75615,14773.0021992,22599203.0
ACB,2023-05-31 00:00,14773.0021992,14890.2482484,14655.75615,14890.2482484,29156480.0
ACB,2023-06-01 00:00,15089.13,15264.585,14913.675,15018.948,12769486.0
ACB,2023-06-02 00:00,15089.13,15510.222,15054.039,15299.676,15034657.0
ACB,2023-06-05 00:00,15440.04,15545.313,15194.403,15264.585,13849317.0
ACB,2023-06-06 00:00,15299.676,15334.767,15229.494,15299.676,9945382.0
ACB,2023-06-07 00:00,15299.676,15440.04,15299.676,15334.767,9182063.0
ACB,2023-06-08 00:00,15299.676,15369.858,15159.312,15159.312,9682980.0
ACB,2023-06-09 00:00,15194.403,15194.403,14948.766,15124.221,7469378.0
ACB,2023-06-12 00:00,15194.403,15194.403,14983.857,15054.039,4291860.0
ACB,2023-06-13 00:00,15089.13,15159.312,15018.948,15159.312,7973577.0
ACB,2023-06-14 00:00,15194.403,15369.858,15159.312,15194.403,8033115.0
ACB,2023-06-15 00:00,15194.403,15229.494,15124.221,15229.494,5407844.0
ACB,2023-06-16 00:00,15229.494,15510.222,15159.312,15299.676,14414202.0
ACB,2023-06-19 00:00,15299.676,15334.767,15159.312,15194.403,4660937.0
ACB,2023-06-20 00:00,15194.403,15229.494,15089.13,15194.403,5639608.0
ACB,2023-06-21 00:00,15159.312,15229.494,15124.221,15229.494,5484088.0
ACB,2023-06-22 00:00,15264.585,15369.858,15194.403,15194.403,7976555.0
ACB,2023-06-23 00:00,15229.494,15369.858,15159.312,15369.858,11435894.0
ACB,2023-06-26 00:00,15580.404,15790.95,15440.04,15615.495,11788268.0
ACB,2023-06-27 00:00,15826.041,15826.041,15580.404,15580.404,5623455.0
ACB,2023-06-28 00:00,15580.404,15720.768,15510.222,15650.586,8233359.0
ACB,2023-06-29 00:00,15650.586,15720.768,15369.858,15369.858,8154546.0
ACB,2023-06-30 00:00,15369.858,15475.131,15299.676,15475.131,5120663.0
ACB,2023-07-03 00:00,15475.131,15510.222,15404.949,15475.131,4031764.0
ACB,2023-07-04 00:00,15404.949,15475.131,15369.858,15440.04,4348820.0
ACB,2023-07-05 00:00,15440.04,15510.222,15404.949,15404.949,8126958.0
ACB,2023-07-06 00:00,15404.949,15440.04,15194.403,15229.494,6426967.0
ACB,2023-07-07 00:00,15229.494,15264.585,15089.13,15229.494,7145078.0
ACB,2023-07-10 00:00,15264.585,15510.222,15229.494,15404.949,9036932.0
ACB,2023-07-11 00:00,15650.586,15650.586,15404.949,15440.04,8851484.0
ACB,2023-07-12 00:00,15580.404,15580.404,15299.676,15334.767,5187652.0
ACB,2023-07-13 00:00,15440.04,15440.04,15299.676,15440.04,6743968.0
ACB,2023-07-14 00:00,15475.131,15510.222,15299.676,15440.04,6901344.0
ACB,2023-07-17 00:00,15475.131,15475.131,15369.858,15440.04,6536400.0
ACB,2023-07-18 00:00,15369.858,15440.04,15334.767,15440.04,6804309.0
ACB,2023-07-19 00:00,15440.04,15545.313,15404.949,15440.04,9572664.0
ACB,2023-07-20 00:00,15440.04,15475.131,15369.858,15440.04,6295568.0
ACB,2023-07-21 00:00,15440.04,15510.222,15369.858,15510.222,6693129.0
ACB,2023-07-24 00:00,15510.222,15580.404,15404.949,15475.131,6773899.0
ACB,2023-07-25 00:00,15440.04,15790.95,15440.04,15650.586,13720647.0
ACB,2023-07-26 00:00,15650.586,15755.859,15580.404,15650.586,5979075.0
ACB,2023-07-27 00:00,15650.586,15685.677,15475.131,15545.313,7216455.0
ACB,2023-07-28 00:00,15580.404,15720.768,15475.131,15580.404,8620038.0
ACB,2023-07-31 00:00,15790.95,16106.769,15755.859,16106.769,19225216.0
ACB,2023-08-01 00:00,16317.315,16317.315,15966.405,16036.587,13724041.0
ACB,2023-08-02 00:00,16001.496,16247.133,16001.496,16212.042,12414957.0
ACB,2023-08-03 00:00,16176.951,16492.77,16141.86,16457.679,17019126.0
ACB,2023-08-04 00:00,16562.952,17124.408,16317.315,17124.408,18679690.0
ACB,2023-08-07 00:00,16808.589,16878.771,16562.952,16668.225,28102625.0
ACB,2023-08-08 00:00,16703.316,16773.498,16352.406,16422.588,15277376.0
ACB,2023-08-09 00:00,16422.588,16562.952,16247.133,16282.224,15564910.0
ACB,2023-08-10 00:00,16317.315,16387.497,16071.678,16071.678,12699456.0
ACB,2023-08-11 00:00,16106.769,16141.86,15861.132,16071.678,9164105.0
ACB,2023-08-14 00:00,16071.678,16176.951,16001.496,16176.951,10446424.0
ACB,2023-08-15 00:00,16247.133,16317.315,16036.587,16036.587,6464684.0
ACB,2023-08-16 00:00,16036.587,16176.951,16001.496,16071.678,8402525.0
ACB,2023-08-17 00:00,16106.769,16141.86,15931.314,15931.314,10125955.0
ACB,2023-08-18 00:00,15931.314,15931.314,15369.858,15369.858,20459276.0
ACB,2023-08-21 00:00,15334.767,15580.404,15334.767,15440.04,7981455.0
ACB,2023-08-22 00:00,15510.222,15545.313,15159.312,15475.131,9072597.0
ACB,2023-08-23 00:00,15580.404,15650.586,15334.767,15334.767,5548662.0
ACB,2023-08-24 00:00,15334.767,15615.495,15334.767,15475.131,5315411.0
ACB,2023-08-25 00:00,15440.04,15475.131,15334.767,15404.949,5381608.0
ACB,2023-08-28 00:00,15440.04,15510.222,15404.949,15475.131,5160556.0
ACB,2023-08-29 00:00,15475.131,15580.404,15404.949,15475.131,5778718.0
ACB,2023-08-30 00:00,15475.131,15790.95,15475.131,15755.859,7229547.0
ACB,2023-08-31 00:00,15755.859,15861.132,15755.859,15861.132,7212305.0
ACB,2023-09-05 00:00,15931.314,16176.951,15896.223,15966.405,7634395.0
ACB,2023-09-06 00:00,15966.405,16106.769,15861.132,16106.769,4783873.0
ACB,2023-09-07 00:00,16141.86,16247.133,15966.405,16071.678,9860968.0
ACB,2023-09-08 00:00,16071.678,16106.769,15931.314,15966.405,5530112.0
ACB,2023-09-11 00:00,16001.496,16071.678,15615.495,15685.677,10542303.0
ACB,2023-09-12 00:00,15685.677,15966.405,15580.404,15966.405,6685987.0
ACB,2023-09-13 00:00,15966.405,16001.496,15755.859,15826.041,6942929.0
ACB,2023-09-14 00:00,15790.95,16001.496,15720.768,15755.859,6195761.0
ACB,2023-09-15 00:00,15861.132,15966.405,15755.859,15896.223,5253147.0
ACB,2023-09-18 00:00,15861.132,15896.223,15650.586,15755.859,4366920.0
ACB,2023-09-19 00:00,15755.859,15861.132,15615.495,15650.586,8083377.0
ACB,2023-09-20 00:00,15650.586,15826.041,15615.495,15755.859,5299737.0
ACB,2023-09-21 00:00,15720.768,15826.041,15685.677,15720.768,5430115.0
ACB,2023-09-22 00:00,15580.404,15790.95,15510.222,15650.586,9796600.0
ACB,2023-09-25 00:00,15650.586,15685.677,15440.04,15440.04,7626780.0
ACB,2023-09-26 00:00,15475.131,15615.495,15334.767,15369.858,9407620.0
ACB,2023-09-27 00:00,15369.858,15440.04,15264.585,15440.04,5688210.0
ACB,2023-09-28 00:00,15334.767,15440.04,15229.494,15264.585,4993734.0
ACB,2023-09-29 00:00,15299.676,15475.131,15299.676,15334.767,2341209.0
ACB,2023-10-02 00:00,15299.676,15404.949,15229.494,15369.858,3811689.0
ACB,2023-10-03 00:00,15299.676,15369.858,15159.312,15159.312,5510811.0
ACB,2023-10-04 00:00,15124.221,15229.494,15089.13,15159.312,3180528.0
ACB,2023-10-05 00:00,15264.585,15404.949,15159.312,15159.312,3353149.0
ACB,2023-10-06 00:00,15159.312,15369.858,15124.221,15299.676,2443603.0
ACB,2023-10-09 00:00,15229.494,15826.041,15229.494,15790.95,8982117.0
ACB,2023-10-10 00:00,15790.95,16036.587,15790.95,16001.496,6539860.0
ACB,2023-10-11 00:00,16001.496,16001.496,15826.041,15931.314,2847661.0
ACB,2023-10-12 00:00,15931.314,16071.678,15790.95,15931.314,5637015.0
ACB,2023-10-13 00:00,15861.132,15931.314,15790.95,15896.223,4694272.0
ACB,2023-10-16 00:00,15826.041,15931.314,15720.768,15861.132,4222196.0
ACB,2023-10-17 00:00,15861.132,15896.223,15755.859,15755.859,3659834.0
ACB,2023-10-18 00:00,15755.859,15755.859,15475.131,15475.131,6211436.0
ACB,2023-10-19 00:00,15475.131,15545.313,15299.676,15299.676,6211641.0
ACB,2023-10-20 00:00,15299.676,15510.222,15299.676,15369.858,3672592.0
ACB,2023-10-23 00:00,15510.222,15510.222,15229.494,15299.676,2400212.0
ACB,2023-10-24 00:00,15404.949,15510.222,15299.676,15369.858,2553217.0
ACB,2023-10-25 00:00,15580.404,15615.495,15369.858,15369.858,2489008.0
ACB,2023-10-26 00:00,15264.585,15264.585,14703.129,14808.402,12596859.0
ACB,2023-10-27 00:00,15054.039,15229.494,14878.584,15124.221,3182928.0
ACB,2023-10-30 00:00,15159.312,15194.403,14948.766,14948.766,3858926.0
ACB,2023-10-31 00:00,14983.857,15124.221,14913.675,15018.948,3491977.0
ACB,2023-11-01 00:00,15018.948,15194.403,14983.857,15159.312,4835157.0
ACB,2023-11-02 00:00,15264.585,15650.586,15159.312,15650.586,5152098.0
ACB,2023-11-03 00:00,15650.586,15720.768,15475.131,15475.131,4888965.0
ACB,2023-11-06 00:00,15580.404,15685.677,15510.222,15580.404,3792021.0
ACB,2023-11-07 00:00,15510.222,15615.495,15510.222,15510.222,2328126.0
ACB,2023-11-08 00:00,15510.222,16071.678,15475.131,16001.496,7915923.0
ACB,2023-11-09 00:00,16071.678,16071.678,15826.041,15826.041,4768580.0
ACB,2023-11-10 00:00,15720.768,15861.132,15615.495,15720.768,5051311.0
ACB,2023-11-13 00:00,15755.859,15861.132,15580.404,15755.859,3418479.0
ACB,2023-11-14 00:00,15755.859,16071.678,15755.859,15931.314,10306368.0
ACB,2023-11-15 00:00,16141.86,16492.77,16106.769,16317.315,32344213.0
ACB,2023-11-16 00:00,16317.315,16422.588,16212.042,16352.406,8085873.0
ACB,2023-11-17 00:00,16422.588,16422.588,15826.041,15931.314,12355370.0
ACB,2023-11-20 00:00,15720.768,16106.769,15545.313,15790.95,10211612.0
ACB,2023-11-21 00:00,15896.223,16001.496,15790.95,15861.132,3715213.0
ACB,2023-11-22 00:00,15790.95,15966.405,15685.677,15931.314,4395703.0
